premise,choice1,choice2,question,idx,label,Terminology,Culture,Language
Ia ingin melihat kuda.,Ia menaiki becak.,Ia menaiki delman.,effect,406,1,1,0,0
Ia ingin berenang di laut.,Ia pergi ke Taman Nasional Kelimutu.,Ia pergi ke Taman Nasional Bunaken.,effect,407,1,1,0,0
Mereka akan memasak rawon.,Mereka membeli biji keluak.,Mereka membeli kacang kedelai.,effect,408,0,1,0,0
Mereka ingin melihat api biru.,Mereka pergi ke Ijen.,Mereka pergi ke Bromo.,effect,409,0,1,0,0
Tsunami 2004 menghancurkan rumahnya.,"Pada tahun 2004, ia tinggal di Jakarta.","Pada tahun 2004, ia tinggal di Aceh.",cause,410,1,1,1,0
Jari kelingkingnya dilumuri tinta.,Ia baru selesai menyoblos pemilu.,Ia baru selesai menabung uang di bank.,cause,411,0,0,1,0
Pria itu tidak percaya mitos Pantai Selatan.,Pria itu membawa tas putih.,Pria itu memakai baju hijau.,cause,412,1,1,1,0
Ia berangkat bekerja menggunakan seragam berwarna coklat.,Ia adalah seorang karyawan swasta.,Ia adalah seorang PNS.,cause,413,1,1,1,0
Ia memasak ketupat dan opor ayam.,Sebentar lagi akan Idul Fitri.,Sebentar lagi akan tahun baru.,cause,414,0,1,1,0
Mereka menyanyikan lagu Indonesia Raya.,Mereka mengikuti upacara bendera.,Mereka berwisata ke museum.,cause,415,0,1,1,0
Mereka masuk ke jalan tikus.,Jalanan hari ini sangat macet.,Mereka ingin membasmi tikus.,cause,416,0,1,0,1
Mereka memasang bendera merah putih di rumah.,Saat ini bulan Januari.,Saat ini bulan Agustus.,cause,417,1,0,1,0
Perempuan itu membawa mukena.,Perempuan itu akan pergi shalat.,Perempuan itu akan berulang tahun.,cause,418,0,1,0,0
Mereka pergi ke Gunung Tangkuban Perahu.,Mereka ingin mengunjungi lokasi cerita Sangkuriang.,Mereka ingin mengunjungi lokasi cerita Timun Mas.,cause,419,0,1,1,0
Ia ingin sarapan.,Ia membeli sate taican.,Ia membeli nasi uduk.,effect,420,1,1,1,0
Pelayan menaruh mangkuk kecil berisi air dengan potongan limau.,ia mencuci tangan dengan air itu.,ia meminun air itu.,effect,421,0,0,1,0
Mereka akan pergi ke Kota Tua siang ini.,Mereka membawa topi.,Mereka memakai mantel.,effect,422,0,0,1,0
Mereka ingin belajar musik tradisional Indonesia.,Mereka belajar gamelan.,Mereka belajar biola.,effect,423,0,1,0,0
Perempuan Jawa itu akan menikah.,Perempuan itu berlatih piano.,Perempuan itu membeli kebaya.,effect,424,1,1,1,0
Adzan Magrib mulai dikumandangkan .,Saat ini sekitar pukul delapan malam.,Saat ini sekitar pukul enam sore.,effect,425,1,0,1,0
"Dari Jakarta, ia ingin ke Surabaya dengan cepat.",Ia membeli tiket kereta.,Ia membeli tiket pesawat.,effect,426,1,1,1,0
Ia membeli tiket bus.,"Dari Bekasi, ia ingin ke Semarang dengan murah.","Dari Palembang, ia akan ke Pontianak dengan cepat.",cause,427,0,1,1,0
Jalanan becek akibar hujan.,Ia pergi menggunakan sandal jepit.,Ia pergi menggunakan sepatu boot.,effect,428,0,0,1,0
Ia mencari oleh-oleh kain khas Indonesia.,Ia membeli kimono.,Ia membeli batik.,effect,429,1,1,1,0
ia buang air besar.,perutnya mulas.,rumahnya kebanjiran.,cause,430,0,0,0,1
Ia pergi ke salon untuk sulam alis.,Ia ingin belajar menyulam.,ia ingin terlihat lebih cantik.,cause,431,1,0,0,1
Kakak kesal karena adik terus membeo.,Adik membawa burung beo.,Adik mengulang perkataan kakak.,cause,432,1,0,0,1
Ia dibawa ke kantor polisi akibat mencuri televisi.,Ia tertangkap basah membawa televisi.,Ia membawa televisi dengan tangan merah.,cause,433,0,0,0,1
ia memiliki banyak teman.,ia dikenal sebagai orang yang rendah hati.,ia dikenal sebagai orang yang tinggi hati.,cause,434,0,0,0,1
Ia menyelesaikan konflik tersebut dengan kepala dingin.,Ia mengeringkan kepalanya yang basah.,Banyak orang mengapresiasi kesabaranya.,effect,435,1,0,0,1
Ia melihat pedagang kaki lima di pinggir jalan.,Ia menelpon polisi untuk menangkap pedagang itu.,Ia menghampiri pedagang dan membeli makanan.,effect,436,1,0,0,1
Rumahnya ditelan si jago merah.,Ia memanggil pemadam kebakaran.,Ia memanggil dukun pengusir setan.,effect,437,0,0,0,1
kasus perceraian tersebut didiskusikan di meja hijau.,mereka membeli meja baru.,mereka membayar pengacara.,effect,438,1,0,0,1
perempuan itu pulang kampung setelah berbadan dua.,banyak orang meminta bantuannya karena mampu bekerja cepat .,tetangganya mencibir perilaku perempuan itu.,effect,439,1,0,0,1
"Sepulang sekolah, anak itu dimarahi oleh ayahnya.",Dia lupa cium dahi ayah sebelum berangkat sekolah.,Dia lupa cium tangan ayah sebelum berangkat sekolah.,cause,440,1,0,1,0
Laki-laki itu masuk rumah sakit karena kakinya tersayat pisau dan luka parah.,Dia kurang hati-hati saat ikut tarkam.,Dia kurang hati-hati saat main sabung ayam.,cause,441,1,1,1,0
Pagi ini ada bus antarkota lewat di depan rumahku.,Anak-anak merubungi bus tersebut minta menumpang ke luar kota.,Anak-anak merubungi bus tersebut minta dimainkan lagu klakson.,effect,442,1,0,1,0
Tetangga sebelah tiba-tiba kaya.,Teman-temannya mengira dia memelihara babi ngepet.,Teman-temannya mengira dia memelihara ayam kampus.,effect,443,0,1,1,0
Laki-laki itu dianggap sebagai preman di kampung ini.,Laki-laki itu sering menagih uang keamanan.,Laki-laki itu sering menagih uang kebersihan.,cause,444,0,0,1,0
Orang itu suka sekali membeli kretek.,Dia terkilir.,Dia terkena sakit paru-paru.,effect,445,1,1,1,0
Dia dijuluki genderuwo di sekolah.,Dia bongsor.,Dia suka mengganggu teman-temannya.,cause,446,0,1,1,0
Nenek telah lama bekerja sebagai tukang urut.,Nenek jadi sangat pandai memijat.,Nenek jadi sangat pandai berhitung.,effect,447,0,0,1,0
Bibi kesulitan menggendong si adik bayi.,Bibir Bibi sobek.,Selendang Bibi sobek.,cause,448,1,0,1,0
Gigi kakek patah saat makan nasi.,Ada kerikil yang tersembunyi di karung beras.,Ada udang yang tersembunyi di karung beras.,cause,449,0,0,1,0
Perempuan itu sangat malas naik angkot.,Angkot terlalu sering mengetem.,Angkot terlalu sering mengebut.,cause,450,0,1,1,0
Kolesterol pak haji naik parah.,Dia terlalu semangat merayakan idul adha.,Dia terlalu semangat merayakan tahun baru Islam.,cause,451,0,1,1,0
Hari ini kami merayakan lebaran haji.,Kulkas kami penuh dengan daging.,Kulkas kami penuh dengan ketupat.,effect,452,0,1,1,0
Kakinya diperban karena luka bakar.,Dia tidak sengaja terkena knalpot.,Dia jatuh ke atas kompor.,cause,453,0,0,1,0
"Adik menangis karena, setelah diperiksa, handphonenya diambil ayah.",Dia ketahuan banyak koleksi 3gp.,Dia ketahuan banyak koleksi mp3 bajakan.,cause,454,0,0,1,0
Ia adalah anak yang paling pendek di kelas.,"Saat upacara bendera, ia berdiri paling depan.","Saat upacara bendera, ia berdiri paling belakang.",effect,455,0,0,1,0
"Saat menyetir, Bapak terkena jebakan batman.",Dia rugi harus membayar uang pelicin.,Dia rugi harus membayar uang berobat.,effect,456,0,1,1,1
"Setelah melahirkan, ibu itu bingung karena dia tinggal di apartemen.",Dia takut anaknya takut ketinggian.,Dia ingin mengubur ari-ari anaknya.,cause,457,1,0,1,0
Aku dan istriku sedang terjebak macet.,"Dia mengeluh, ""Aku ingin mesin waktu."".","Dia mengeluh, ""Aku ingin pintu ke mana saja."".",effect,458,1,0,1,0
Pelayan itu membawakan bejana berisi air dengan irisan jeruk nipis.,Aku menyegarkan dahaku dengan meminum air jeruk nipis.,Aku mencuci tanganku menggunakan kobokan itu.,effect,459,1,1,1,0
Tanteku sedang butuh uang dengan cepat.,Ia membuka rekening bank.,Ia membuka akun pinjol.,effect,460,1,1,1,0
"Seorang ibu-ibu pemotor tidak berhelm, tanpa lampu sen, menabrak sebuah mobil.",Ibu itu mengomeli pengemudi mobil.,Ibu itu langsung meminta maaf dan bersedia mengganti rugi.,effect,461,0,0,1,0
Dia mengikuti kompetisi penyampaian kuliah tujuh menit.,Dia mengikuti seleksi ketua rohis.,Dia mengikuti seleksi masuk mahasiswa.,cause,462,0,1,1,0
"Di musim penghujan ini, kampungku sedang mengadakan fogging.",Pemerintah ingin membasmi demam berdarah.,Pemerintah ingin membasmi malaria.,cause,463,0,1,1,0
Seorang ahli nujum memperkirakan rumah sakit ini dihantui oleh suster ngesot.,Mata batinnya melihat ada noda darah di pintu ruang operasi.,Mata batinnya melihat ada noda darah terseret-seret di lantai.,cause,464,1,1,1,1
Ayah gundah apakah ia harus membawa mobilnya ke tempat cuci sekarang.,Cuaca sedang terik menyengat.,Cuaca sedang mendung gelap.,cause,465,1,0,1,0
Kakaknya tertangkap basah saat ujian.,Ia ketahuan ikut sebagai calo.,Ia ketahuan ikut sebagai joki.,cause,466,1,1,1,1
Kakak mengikuti kompetisi olahraga gerak jalan.,Kakak mengenakan seragam sekolahnya.,Kakak mengenakan pakaian olahraganya.,effect,467,0,1,1,0
Ibu takut sakit saat melahirkan.,Ibu memilih untuk melahirkan normal.,Ibu memilih untuk operasi sesar.,effect,468,1,0,1,0
Seorang satpam sedang lapar saat berjaga.,Dia ke warteg membeli ikan salmon.,Dia ke warteg membeli ikan kembung.,effect,469,1,1,1,0
Seorang tukang jamu digerebek oleh polisi.,Ia membuat jamu khusus dewasa.,Ia membuat miras oplosan.,cause,470,1,1,1,0
Tarkam di daerah ini dilarang oleh polisi.,Polisi sedang menyelediki kasus korupsi penyelanggara kompetisi.,Tarkam sering berujung tawuran.,cause,471,1,1,1,0
Ia terkenal sebagai mahasiswa yang kuliah pulang kuliah pulang.,Ia mendapatkan nilai yang buruk.,Ia tidak banyak teman di luar perkuliahan.,effect,472,1,0,1,0
Ibu-ibu desa itu mengomel-omel setelah pulang dari restoran steak yang mahal ini.,Ia memesan steak well-done dan teksturnya terlalu keras.,Ia memesan steak rare tapi rasanya tidak enak.,cause,473,0,0,1,0
Kakak perempuanku yang berumur 25 tahun pergi ke pernikahan sepupunya.,Ia ditanya-tanya gandengannya mana.,Ia ditanya-tanya agamanya apa.,effect,474,0,0,1,1
Dia adalah anak anggota rohis kampus.,"Di kampus, dia mengenakan tasbih.","Di kampus, dia mengenakan celana semata kaki.",effect,475,1,1,1,0
Dia adalah anak yang rajin ke gereja.,Dia pintar mengaji.,Dia pintar bernyanyi.,effect,476,1,0,1,0
Saldo e-money-nya habis.,Ia tertahan di hotel.,Ia tertahan di area parkir.,effect,477,1,1,0,0
Almarhumah dikenal sebagai pejuang agama yang baik.,Banyak warga yang hadir untuk takbiran.,Banyak warga yang hadir untuk yasinan.,effect,478,1,1,1,0
Adikku dan teman-temannya mengenakan pakaian adat di sekolahnya.,Hari ini mereka merayakan Tujuhbelasan.,Hari ini mereka merayakan Kartinian.,cause,479,1,1,1,0
Listrik di rumah mati.,PDAM menghentikan servis.,PLN sedang melakukan pemadaman.,cause,480,1,1,0,0
Kakak pergi ke bengkel Yamaha.,Piano kakak rusak.,Motor kakak rusak.,cause,481,1,1,0,0
Malam-malam begini saya kelaparan.,Saya keluar berburu nasi uduk warteg.,Saya keluar berburu nasi kucing angkringan.,effect,482,1,1,1,0
Ia dijuluki sebagai budak kapitalis.,Ia bekerja di SCBD.,Ia bekerja sebagai ART.,cause,483,0,1,1,0
Kakak sangat senang olahraga murah di Senayan.,Hari ini dia pergi main bola di sana.,Hari ini dia pergi jogging di sana .,effect,484,1,1,0,0
Adik dihukum di sekolah.,Dia ketahuan banyak menyimpan banyak foto Kota Bandung.,Dia ketahuan banyak menyimpan banyak foto Chika Bandung.,cause,485,1,1,0,0
Sate kambing yang saya beli tadi rasanya hambar.,Bumbu kecapnya tumpah semua.,Bumbu saus bbq-nya tumpah semua.,cause,486,0,1,0,0
Dia sering mendapatkan nilai jelek di kelasnya.,"Ibunya marah, ""Kamu mau jadi Nobita?"".","Ibunya marah, ""Kamu mau jadi Conan?"".",effect,487,0,1,0,0
Adik pergi ke dokter karena sakit gigi.,Dia terlalu sering jajan ke Burger King.,Dia terlalu sering jajan ke J.Co.,cause,488,1,1,0,0
Pak RT dianggap sebagai orang yang cukup kaya.,Dia membawa mobil Avanza.,Dia membawa mobil Fortuner.,cause,489,1,1,1,0
Pak RW adalah seorang hipster.,Dia memilih untuk membeli mobil BMW.,Dia memilih untuk membeli mobil Volkswagen.,effect,490,1,1,1,0
Besok adik akan mengikuti SNMPTN.,Adik merasa gugup.,Adik merasa senang.,effect,491,0,1,0,0
"Di lampu merah, ada mas-mas yang berjualan Kompas.",Beberapa pengemudi membeli karena tidak ingin tersasar.,Beberapa pengemudi membeli karena ingin mengikuti berita.,effect,492,1,1,0,0
Ibu tengah menyemprot rumah dengan anti nyamuk.,Rumahku bau Baygon.,Rumahku bau Autan.,effect,493,0,1,0,0
Pegawai kantor itu tidak punya BPJS.,Ia jatuh sakit.,Kantornya diaudit dan ditindak oleh pemerintah.,effect,494,1,1,0,0
Pandemi COVID-19 menyebabkan banyak ASN bekerja dari rumah.,Mereka melakukan pertemuan daring menggunakan Zoom.,Mereka melakukan pertemuan daring menggunakan Teams.,effect,495,0,1,1,0
Rumah paman banyak dipasang gambar hewan bermoncong putih.,Paman adalah kader Demokrat.,Paman adalah kader PDIP.,cause,496,1,1,1,0
Di ruas jalan itu sedang diberlakukan contraflow.,Pemerintah ingin Busway jalannya lancar.,Pemerintah ingin menghindari macet.,cause,497,1,1,1,0
Anak itu tidak lulus ujian praktek Penjaskes.,Ia lari terlalu lambat.,Jawabannya terlalu banyak yang salah.,cause,498,0,1,0,0
Kakak malas mengurus STNK sendiri.,Ia membayar calo.,Ia membayar joki.,effect,499,0,1,1,0
Majapahit adalah kerajaan terbesar dalam sejarah Indonesia.,Raja Gajah Mada dengan Sumpah Palapanya berhasil menguasai Nusantara.,Raja Hayam Wuruk berhasil berekspansi ke penjuru Nusantara.,cause,500,1,1,0,0
Anak itu sering sekali makan Indomie.,Ibunya membelikan makin banyak Indomie agar anaknya bisa makan Indomie setiap hari.,"Saat ujiannya jelek, Ibunya bilang dia bodoh karena terlalu banyak makan Indomie.",effect,501,1,1,1,0
Perempuan itu sampai ke puncak Gunung Ijen.,Ia lalu memikul berkilo-kilo belerang turun gunung.,Ia tersedak bau belerang yang menyengat.,effect,502,1,1,0,0
Ia sedang ingin makanan Jepang.,Ia memesan Kintan.,Ia memesan Hokben.,effect,503,1,1,0,0
Banyak orang yang suka berbelanja di Shopee.,Kualitas barang lebih baik di Shopee.,Banyak promo di Shopee.,cause,504,1,1,0,0
Toko ini kehabisan stok ayam.,CFC baru saja memborong semuanya.,Mixue baru saja memborong semuanya.,cause,505,0,1,0,0
Toko ini menjual alkohol.,MUI menggerebek toko tersebut.,FPI menggerebek toko tersebut.,effect,506,1,1,0,0
Adik tinggal di bawah SUTET.,Dia terpapar radiasi penyebab kanker.,Dia terpapar polusi penyebab kanker.,effect,507,0,1,0,0
Budi kecewa saat membeli tahu sumedang di toko itu.,Cabai hijaunya habis.,Cabai merahnya habis.,cause,508,0,1,0,0
Ibu membeli santan di pasar.,Ibu ingin memasak opor ayam.,Ibu ingin memasak Soto Madura.,cause,509,0,1,0,0
Saya mau beli salonpas.,Saya kegerahan.,Saya sakit pinggang.,cause,510,1,1,0,0
Bapak ingin menjalani hidup yang halal.,Bapak menabung di BSI.,Bapak menabung di MUI.,effect,511,0,1,0,0
Pak Haji bertanya-tanya apakah makanan hari ini halal.,Ia disuguhi bakmi medan.,Ia disuguhi bubur ayam cirebon.,cause,512,0,1,0,0
Nenek tidak suka makan sashimi.,Nenek punya prasangka terhadap makanan laut.,Nenek punya prasangka terhadap makanan mentah.,cause,513,1,0,1,0
Ia gatal-gatal setelah makan sup asparagus.,Ia alergi makanan laut.,Ia alergi jamur.,cause,514,0,1,0,0
Temanku sehari minum kopi banyak sekali.,Ia diwanti-wanti berhati-hati agar tidak seperti Mbah Surip.,Ia diwanti-wanti berhati-hati agar tidak seperti Ivan Gunawan.,effect,515,0,1,1,0
Saya ingin naik taksi online mercy.,Saya memesan melalui aplikasi Blue Bird.,Saya memesan melalui aplikasi Gojek.,effect,516,0,1,0,0
Kerja SAMSAT tersendat dalam memroses banyaknya pembelian mobil pribadi baru.,Samsat kehabisan cat berwarna merah.,Samsat kehabisan cat berwarna putih.,cause,517,1,1,0,0
Aksi damai mengenang pahlawan reformasi menghambat lalu lintas di lokasi.,Area Jakarta Barat macet parah.,Area Jakarta Selatan macet parah.,effect,518,0,1,1,0
Pada tanggal 4 Juni kemarin restoran di mall banyak yang ramai.,Standard Chartered sedang menawarkan banyak promo.,BNI sedang menawarkan banyak promo.,cause,519,1,1,0,0
Adik sedih setelah membeli telur gulung di depan sekolah.,Telurnya lepas dari sunduknya.,Penjualnya kehabisan garpu untuk makannya.,effect,520,0,1,1,0
Air minum di rumah habis.,Kakak disuruh ibu beli galon.,Kakak disuruh ibu menelpon PDAM.,effect,521,0,1,1,0
Adik senang makanan hari ini.,Menu makanannya ikan kaleng ABC yang enak.,Menu makanannya kecap ABC yang enak.,cause,522,0,1,0,0
Paman hobi main domino.,Dia kehabisan uang karena terlalu sering beli pizza.,Dia kehabisan uang karena dipakai judi.,effect,523,1,0,1,0
Kakak maju menjadi calon ketua OSIS.,Dia ingin eksis.,Dia ingin pintar.,cause,524,0,1,1,0
"Walaupun murah, warung bakso itu sepi pembeli.",Beredar isu maraknya bakso tikus.,Beredar isu maraknya bakso sapi.,cause,525,0,1,1,0
Warung soto di pojokan selalu ramai dan rasanya sangat enak.,Warung itu digosipkan memakai MSG.,Warung itu digosipkan memakai penglaris.,effect,526,1,1,1,0
"Adik sedang memesan bakso, tapi dia sedang ingin hidup sehat.","Dia berteriak, ""Jangan pakai micin ya bang!"".",Dia lari tanpa membayar baksonya.,effect,527,0,1,1,0
Bapak hendak berangkat sholat Jumat.,Ibu menitip uang tunai untuk celengan masjid.,Ibu menitip GoPay untuk infaq masjid.,effect,528,0,1,1,0
Kakak sedang latihan Paskibra.,Kakak hendak merayakan sumpah pemuda.,Kakak hendak merayakan dirgahayu Republik Indonesia.,cause,529,1,1,1,0
Kakek adalah alumni 212.,Dia akan mengadiri reuni akbar di Monas.,Dia akan mengikuti cosplay menjadi Wiro Sableng.,effect,530,0,1,1,0
Paman suka mengoleksi replika kapak 212.,Dia ingin membawa kapak itu pada reuni akbar 212 di Monas. .,Dia ingin membawa kapak itu untuk cosplay Wiro Sableng.,effect,531,1,1,1,0
Anak SMA itu membawa sabit di dalam tasnya.,Anak itu ingin ikut tawuran.,Anak itu ingin memotong rumput.,cause,532,0,1,1,0
Anak SD Negeri itu berangkat sekolah di hari senin.,Dia tidak lupa memakai dasi merah.,Dia tidak lupa memakai topi merah.,effect,533,1,1,1,0
"Setiap tahun, seringkali tetanggaku merayakan Idul Qurban sehari lebih awal.",Dia adalah penganut Muhammadiyah.,Dia adalah penganut NU.,cause,534,0,1,1,0
Ayah pulang malam selepas main karambol.,"Tangannya kotor, banyak debu kelabu seperti Tiga Roda.","Tangannya kotor, banyak debu putih seperti Rose Brand.",effect,535,1,1,1,0
"Setelah pulang, sang suami dimarahi oleh sang istri.",Ia baru pulang dari Gunung Kemukus.,Ia baru pulang dari Gunung Bromo.,cause,536,0,1,1,0
"Di tengah Ospek, para mahasiswa baru dimarahi oleh seniornya.",Mereka dianggap tidak kompak.,Mereka tidak mengerjakan tugas kuliah.,cause,537,0,1,1,0
"Pada 17 Juli, aku mengendarai mobil dengan plat nomor N9EWE ke jalanan utama Jakarta.",Aku diberhentikan karena plat nomorku vulgar.,Aku diberhentikan karena aturan ganjil-genap.,cause,538,0,1,1,0
Lebaran haji sudah dekat.,Jokowi membeli sapi ukuran 250 Kg.,Jokowi membeli sapi ukuran 997 Kg.,effect,539,1,1,1,0
Ayah sedang kebakaran jenggot.,Jenggot ayah habis terbakar.,Ibu mencoba menenangkan Ayah.,effect,540,1,0,0,1
"Tahun lalu, kambing di peternakan paman ada 6 ekor, tapi hari ini sudah 10 ekor saja.",Kambing adalah hewan yang berkembang biak.,Kambing adalah hewan pemamah biak.,cause,541,0,0,0,1
Ia ragu-ragu saat ingin membeli komputer bekas secara daring tanpa foto ataupun video yang jelas.,Ia tidak mau membeli kucing dalam karung.,Ia tidak mau membeli laptop dalam gelap.,cause,542,0,0,0,1
Pekerjaannya terasa seperti menegakkan benang basah.,Ia menyerah.,Ia tenggelam.,effect,543,0,0,0,1
Aku sedang membantu kakek yang kesulitan mengurus sumur dan ladangnya yang kotor.,Aku senang karena ini adalah ladang amal.,Aku senang karena jadi bisa menumpang mandi.,effect,544,0,0,0,1
Ia malu karena merasa dia dan kakaknya bagaikan bumi dan langit.,Prestasi sekolahnya jauh lebih buruk daripada kakaknya.,Dia adalah seorang astronot sementara kakaknya adalah CEO.,cause,545,0,0,0,1
Paman membayar temannya untuk mencarikan kambing hitam untuk peristiwa itu.,Paman terlibat kasus konspirasi.,Teman paman kambingnya kabur.,cause,546,0,0,0,1
Kakak sedang mencari tambatan hati.,Kakak mengunduh aplikasi temu jodoh.,Kakak mengunduh aplikasi olshop untuk membeli tali.,effect,547,0,0,0,1
Di hari yang kelabu ini seluruh warga tengah berkumpul untuk memberikan penghormatan.,Rintik dari mendungnya hujan sesekali terdengar.,Isak tangis sesekali pecah terdengar.,effect,548,1,0,0,1
Adik hari ini tengah mengikuti reuni sekolahnya.,Ia menemukan cinta lama yang bersemi kembali.,Ia menemukan api lama yang belum pernah padam.,effect,549,0,0,0,1
Adik menggunakan rumus abc.,Adik sedang belajar alfabet.,Adik sedang mengerjakan soal matematika.,cause,550,1,1,0,0
Kakek suka sambil menyelam minum air.,Pekerjaan kakek seringkali cepat selesai semuanya.,Kakek sering tersedak air.,effect,551,0,0,0,1
Papa dimarahi mama karena terlalu boros.,Hidupnya besar pasak daripada tiang.,Hidupnya seperti gali lubang tutup lubang.,cause,552,0,0,0,1
Adik mendengar petir di siang bolong.,Adik panik dan bingung harus berbuat apa.,Adik terkejut dan bersembunyi di balik kakak.,effect,553,0,0,0,1
Ia adalah penyelam yang memiliki jam terbang yang tinggi.,Ia sudah makan asam garam di 20 laut di 5 benua.,"Selain sertifikat menyelam, dia sudah lama memiliki sertifikat penerbang.",cause,554,0,0,0,1
"Akibat cedera, dengan sedih hati pemain bola itu memikirkan untuk mengakhiri karirnya.",Ia memutuskan untuk gantung diri.,Ia memutuskan untuk gantung sepatu.,effect,555,1,0,0,1
Kakak berberat hati mendonorkan hatinya untuk ayah.,Kakak hatinya bengkak dan berat karena kelainan.,Kakak takut operasi.,cause,556,1,0,0,1
Kampung ini penuh dengan sampah masyarakat.,Banyak residivis pindah ke sini.,Banyak warga buang sampah sembarangan di sini.,cause,557,0,0,0,1
Dia adalah preman yang bolak-balik masuk penjara.,Dia dianggap sebagai kanker sosial.,Dia dianggap sebagai sampah masyarakat.,effect,558,1,0,0,1
Pertemuan ini sudah berjalan lama sekali.,Pembicara berputar-putar tanpa jelas ujungnya.,Pembicara terus memukul-mukul di sekeliling semak belukar.,cause,559,0,0,0,1
